productkey,orderquantity,salesamount,productcategorykey,cumulative_sales,orderdate
324,3,"$1,258.38",1,"$145,101.48",2010-12-29
324,3,"$1,258.38",1,"$146,359.86",2010-12-29
324,2,$838.92,1,"$147,198.78",2010-12-29
324,2,$838.92,1,"$148,037.70",2010-12-29
324,4,"$1,677.84",1,"$149,715.54",2010-12-29
324,2,$838.92,1,"$150,554.46",2010-12-29
324,1,$419.46,1,"$150,973.92",2010-12-29
324,2,$838.92,1,"$151,812.84",2010-12-29
326,3,"$1,258.38",1,"$153,071.22",2010-12-29
326,1,$419.46,1,"$153,490.68",2010-12-29
326,6,"$2,516.75",1,"$156,007.43",2010-12-29
326,1,$419.46,1,"$156,426.89",2010-12-29
326,9,"$3,775.13",1,"$160,202.02",2010-12-29
326,1,$419.46,1,"$160,621.48",2010-12-29
326,2,$838.92,1,"$161,460.40",2010-12-29
326,1,$419.46,1,"$161,879.86",2010-12-29
326,3,"$1,258.38",1,"$163,138.24",2010-12-29
326,2,$838.92,1,"$163,977.16",2010-12-29
326,5,"$2,097.29",1,"$166,074.45",2010-12-29
326,1,$419.46,1,"$166,493.91",2010-12-29
326,5,"$2,097.29",1,"$168,591.20",2010-12-29
326,4,"$1,677.84",1,"$170,269.04",2010-12-29
328,1,$419.46,1,"$170,688.50",2010-12-29
328,1,$419.46,1,"$171,107.96",2010-12-29
328,1,$419.46,1,"$171,527.42",2010-12-29
328,1,$419.46,1,"$171,946.88",2010-12-29
328,6,"$2,516.75",1,"$174,463.63",2010-12-29
328,2,$838.92,1,"$175,302.55",2010-12-29
328,1,$419.46,1,"$175,722.01",2010-12-29
328,1,$419.46,1,"$176,141.47",2010-12-29
328,3,"$1,258.38",1,"$177,399.85",2010-12-29
328,3,"$1,258.38",1,"$178,658.23",2010-12-29
330,2,$838.92,1,"$179,497.15",2010-12-29
330,1,$419.46,1,"$179,916.61",2010-12-29
330,3,"$1,258.38",1,"$181,174.99",2010-12-29
330,3,"$1,258.38",1,"$182,433.37",2010-12-29
330,2,$838.92,1,"$183,272.29",2010-12-29
330,2,$838.92,1,"$184,111.21",2010-12-29
330,1,$419.46,1,"$184,530.67",2010-12-29
332,3,"$1,258.38",1,"$185,789.05",2010-12-29
332,3,"$1,258.38",1,"$187,047.43",2010-12-29
332,2,$838.92,1,"$187,886.35",2010-12-29
332,3,"$1,258.38",1,"$189,144.73",2010-12-29
332,3,"$1,258.38",1,"$190,403.11",2010-12-29
332,2,$838.92,1,"$191,242.03",2010-12-29
332,1,$419.46,1,"$191,661.49",2010-12-29
332,6,"$2,516.75",1,"$194,178.24",2010-12-29
332,2,$838.92,1,"$195,017.16",2010-12-29
332,5,"$2,097.29",1,"$197,114.45",2010-12-29
334,3,"$1,258.38",1,"$198,372.83",2010-12-29
334,1,$419.46,1,"$198,792.29",2010-12-29
334,4,"$1,677.84",1,"$200,470.13",2010-12-29
334,2,$838.92,1,"$201,309.05",2010-12-29
334,1,$419.46,1,"$201,728.51",2010-12-29
336,1,$699.10,1,"$202,427.61",2010-12-29
338,2,$838.92,1,"$203,266.53",2010-12-29
338,2,$838.92,1,"$204,105.45",2010-12-29
338,1,$419.46,1,"$204,524.91",2010-12-29
338,2,$838.92,1,"$205,363.83",2010-12-29
338,1,$419.46,1,"$205,783.29",2010-12-29
338,1,$419.46,1,"$206,202.75",2010-12-29
338,2,$838.92,1,"$207,041.67",2010-12-29
338,2,$838.92,1,"$207,880.59",2010-12-29
342,3,"$1,258.38",1,"$209,138.97",2010-12-29
342,2,$838.92,1,"$209,977.89",2010-12-29
342,1,$419.46,1,"$210,397.35",2010-12-29
342,1,$419.46,1,"$210,816.81",2010-12-29
342,5,"$2,097.29",1,"$212,914.10",2010-12-29
342,2,$838.92,1,"$213,753.02",2010-12-29
342,1,$419.46,1,"$214,172.48",2010-12-29
342,2,$838.92,1,"$215,011.40",2010-12-29
342,1,$419.46,1,"$215,430.86",2010-12-29
342,5,"$2,097.29",1,"$217,528.15",2010-12-29
342,1,$419.46,1,"$217,947.61",2010-12-29
342,2,$838.92,1,"$218,786.53",2010-12-29
342,1,$419.46,1,"$219,205.99",2010-12-29
342,2,$838.92,1,"$220,044.91",2010-12-29
344,1,"$2,039.99",1,"$222,084.90",2010-12-29
344,3,"$6,119.98",1,"$228,204.88",2010-12-29
344,3,"$6,119.98",1,"$234,324.86",2010-12-29
344,3,"$6,119.98",1,"$240,444.84",2010-12-29
345,1,"$2,039.99",1,"$242,484.83",2010-12-29
345,1,"$2,039.99",1,"$244,524.82",2010-12-29
345,1,"$2,039.99",1,"$246,564.81",2010-12-29
345,1,"$2,039.99",1,"$248,604.80",2010-12-29
345,1,"$2,039.99",1,"$250,644.79",2010-12-29
346,2,"$4,079.99",1,"$254,724.78",2010-12-29
346,1,"$2,039.99",1,"$256,764.77",2010-12-29
346,2,"$4,079.99",1,"$260,844.76",2010-12-29
346,2,"$4,079.99",1,"$264,924.75",2010-12-29
346,1,"$3,399.99",1,"$268,324.74",2010-12-29
346,1,"$2,039.99",1,"$270,364.73",2010-12-29
346,2,"$4,079.99",1,"$274,444.72",2010-12-29
346,1,"$2,039.99",1,"$276,484.71",2010-12-29
346,1,"$3,399.99",1,"$279,884.70",2010-12-29
346,1,"$3,399.99",1,"$283,284.69",2010-12-29
346,1,"$2,039.99",1,"$285,324.68",2010-12-29
346,2,"$4,079.99",1,"$289,404.67",2010-12-29
347,1,"$2,039.99",1,"$291,444.66",2010-12-29
347,1,"$2,039.99",1,"$293,484.65",2010-12-29
347,1,"$2,039.99",1,"$295,524.64",2010-12-29
347,1,"$2,039.99",1,"$297,564.63",2010-12-29
347,2,"$4,079.99",1,"$301,644.62",2010-12-29
347,1,"$2,039.99",1,"$303,684.61",2010-12-29
348,3,"$6,074.98",1,"$309,759.59",2010-12-29
348,5,"$10,124.97",1,"$319,884.56",2010-12-29
348,1,"$2,024.99",1,"$321,909.55",2010-12-29
348,4,"$8,099.98",1,"$330,009.53",2010-12-29
348,2,"$4,049.99",1,"$334,059.52",2010-12-29
348,4,"$8,099.98",1,"$342,159.50",2010-12-29
348,3,"$6,074.98",1,"$348,234.48",2010-12-29
349,1,"$2,024.99",1,"$350,259.47",2010-12-29
349,2,"$4,049.99",1,"$354,309.46",2010-12-29
349,2,"$4,049.99",1,"$358,359.45",2010-12-29
349,2,"$4,049.99",1,"$362,409.44",2010-12-29
349,1,"$2,024.99",1,"$364,434.43",2010-12-29
349,1,"$2,024.99",1,"$366,459.42",2010-12-29
349,4,"$8,099.98",1,"$374,559.40",2010-12-29
349,3,"$6,074.98",1,"$380,634.38",2010-12-29
350,6,"$12,149.96",1,"$392,784.34",2010-12-29
350,3,"$6,074.98",1,"$398,859.32",2010-12-29
350,2,"$4,049.99",1,"$402,909.31",2010-12-29
350,3,"$6,074.98",1,"$408,984.29",2010-12-29
350,2,"$4,049.99",1,"$413,034.28",2010-12-29
350,2,"$4,049.99",1,"$417,084.27",2010-12-29
350,5,"$10,124.97",1,"$427,209.24",2010-12-29
351,1,"$2,024.99",1,"$429,234.23",2010-12-29
351,1,"$2,024.99",1,"$431,259.22",2010-12-29
351,1,"$2,024.99",1,"$433,284.21",2010-12-29
351,2,"$4,049.99",1,"$437,334.20",2010-12-29
351,5,"$10,124.97",1,"$447,459.17",2010-12-29
351,1,"$2,024.99",1,"$449,484.16",2010-12-29
351,6,"$12,149.96",1,"$461,634.12",2010-12-29
351,2,"$4,049.99",1,"$465,684.11",2010-12-29
351,1,"$2,024.99",1,"$467,709.10",2010-12-29
310,1,"$3,578.27",1,"$471,287.37",2010-12-30
311,1,"$3,578.27",1,"$474,865.64",2010-12-30
344,1,"$3,399.99",1,"$478,265.63",2010-12-30
351,1,"$3,374.99",1,"$481,640.62",2010-12-30
312,1,"$3,578.27",1,"$485,218.89",2010-12-31
312,1,"$3,578.27",1,"$488,797.16",2010-12-31
313,1,"$3,578.27",1,"$492,375.43",2010-12-31
314,1,"$3,578.27",1,"$495,953.70",2010-12-31
330,1,$699.10,1,"$496,652.80",2010-12-31
311,1,"$3,578.27",1,"$500,231.07",2011-01-01
314,1,"$3,578.27",1,"$503,809.34",2011-01-01
310,1,"$3,578.27",1,"$507,387.61",2011-01-02
311,1,"$3,578.27",1,"$510,965.88",2011-01-02
311,1,"$3,578.27",1,"$514,544.15",2011-01-02
314,1,"$3,578.27",1,"$518,122.42",2011-01-02
336,1,$699.10,1,"$518,821.52",2011-01-02
310,1,"$3,578.27",1,"$522,399.79",2011-01-03
311,1,"$3,578.27",1,"$525,978.06",2011-01-03
311,1,"$3,578.27",1,"$529,556.33",2011-01-03
312,1,"$3,578.27",1,"$533,134.60",2011-01-03
311,1,"$3,578.27",1,"$536,712.87",2011-01-04
312,1,"$3,578.27",1,"$540,291.14",2011-01-04
332,1,$699.10,1,"$540,990.24",2011-01-04
311,1,"$3,578.27",1,"$544,568.51",2011-01-05
311,1,"$3,578.27",1,"$548,146.78",2011-01-05
332,1,$699.10,1,"$548,845.88",2011-01-05
312,1,"$3,578.27",1,"$552,424.15",2011-01-06
313,1,"$3,578.27",1,"$556,002.42",2011-01-06
314,1,"$3,578.27",1,"$559,580.69",2011-01-06
346,1,"$3,399.99",1,"$562,980.68",2011-01-06
346,1,"$3,399.99",1,"$566,380.67",2011-01-06
350,1,"$3,374.99",1,"$569,755.66",2011-01-06
310,1,"$3,578.27",1,"$573,333.93",2011-01-07
312,1,"$3,578.27",1,"$576,912.20",2011-01-07
346,1,"$3,399.99",1,"$580,312.19",2011-01-07
310,1,"$3,578.27",1,"$583,890.46",2011-01-08
311,1,"$3,578.27",1,"$587,468.73",2011-01-08
312,1,"$3,578.27",1,"$591,047.00",2011-01-08
312,1,"$3,578.27",1,"$594,625.27",2011-01-08
310,1,"$3,578.27",1,"$598,203.54",2011-01-09
313,1,"$3,578.27",1,"$601,781.81",2011-01-09
314,1,"$3,578.27",1,"$605,360.08",2011-01-09
347,1,"$3,399.99",1,"$608,760.07",2011-01-09
311,1,"$3,578.27",1,"$612,338.34",2011-01-10
312,1,"$3,578.27",1,"$615,916.61",2011-01-10
310,1,"$3,578.27",1,"$619,494.88",2011-01-11
311,1,"$3,578.27",1,"$623,073.15",2011-01-11
311,1,"$3,578.27",1,"$626,651.42",2011-01-11
313,1,"$3,578.27",1,"$630,229.69",2011-01-11
313,1,"$3,578.27",1,"$633,807.96",2011-01-11
314,1,"$3,578.27",1,"$637,386.23",2011-01-11
314,1,"$3,578.27",1,"$640,964.50",2011-01-11
311,1,"$3,578.27",1,"$644,542.77",2011-01-12
312,1,"$3,578.27",1,"$648,121.04",2011-01-12
332,1,$699.10,1,"$648,820.14",2011-01-12
350,1,"$3,374.99",1,"$652,195.13",2011-01-12
310,1,"$3,578.27",1,"$655,773.40",2011-01-13
310,1,"$3,578.27",1,"$659,351.67",2011-01-13
310,1,"$3,578.27",1,"$662,929.94",2011-01-13
314,1,"$3,578.27",1,"$666,508.21",2011-01-13
310,1,"$3,578.27",1,"$670,086.48",2011-01-14
313,1,"$3,578.27",1,"$673,664.75",2011-01-14
314,1,"$3,578.27",1,"$677,243.02",2011-01-14
346,1,"$3,399.99",1,"$680,643.01",2011-01-14
313,1,"$3,578.27",1,"$684,221.28",2011-01-15
350,1,"$3,374.99",1,"$687,596.27",2011-01-15
312,1,"$3,578.27",1,"$691,174.54",2011-01-16
312,1,"$3,578.27",1,"$694,752.81",2011-01-16
312,1,"$3,578.27",1,"$698,331.08",2011-01-16
312,1,"$3,578.27",1,"$701,909.35",2011-01-16
313,1,"$3,578.27",1,"$705,487.62",2011-01-16
314,1,"$3,578.27",1,"$709,065.89",2011-01-16
330,1,$699.10,1,"$709,764.99",2011-01-16
347,1,"$3,399.99",1,"$713,164.98",2011-01-16
311,1,"$3,578.27",1,"$716,743.25",2011-01-17
314,1,"$3,578.27",1,"$720,321.52",2011-01-17
326,1,$699.10,1,"$721,020.62",2011-01-17
345,1,"$3,399.99",1,"$724,420.61",2011-01-17
311,1,"$3,578.27",1,"$727,998.88",2011-01-18
312,1,"$3,578.27",1,"$731,577.15",2011-01-18
312,1,"$3,578.27",1,"$735,155.42",2011-01-18
312,1,"$3,578.27",1,"$738,733.69",2011-01-18
310,1,"$3,578.27",1,"$742,311.96",2011-01-19
311,1,"$3,578.27",1,"$745,890.23",2011-01-19
311,1,"$3,578.27",1,"$749,468.50",2011-01-19
312,1,"$3,578.27",1,"$753,046.77",2011-01-19
314,1,"$3,578.27",1,"$756,625.04",2011-01-19
344,1,"$3,399.99",1,"$760,025.03",2011-01-19
344,1,"$3,399.99",1,"$763,425.02",2011-01-19
344,1,"$3,399.99",1,"$766,825.01",2011-01-19
347,1,"$3,399.99",1,"$770,225.00",2011-01-19
351,1,"$3,374.99",1,"$773,599.99",2011-01-19
351,1,"$3,374.99",1,"$776,974.98",2011-01-19
310,1,"$3,578.27",1,"$780,553.25",2011-01-20
312,1,"$3,578.27",1,"$784,131.52",2011-01-20
312,1,"$3,578.27",1,"$787,709.79",2011-01-20
312,1,"$3,578.27",1,"$791,288.06",2011-01-20
342,1,$699.10,1,"$791,987.16",2011-01-20
311,1,"$3,578.27",1,"$795,565.43",2011-01-21
311,1,"$3,578.27",1,"$799,143.70",2011-01-21
312,1,"$3,578.27",1,"$802,721.97",2011-01-21
310,1,"$3,578.27",1,"$806,300.24",2011-01-22
312,1,"$3,578.27",1,"$809,878.51",2011-01-22
314,1,"$3,578.27",1,"$813,456.78",2011-01-22
328,1,$699.10,1,"$814,155.88",2011-01-22
310,1,"$3,578.27",1,"$817,734.15",2011-01-23
312,1,"$3,578.27",1,"$821,312.42",2011-01-23
313,1,"$3,578.27",1,"$824,890.69",2011-01-23
345,1,"$3,399.99",1,"$828,290.68",2011-01-23
346,1,"$3,399.99",1,"$831,690.67",2011-01-23
310,1,"$3,578.27",1,"$835,268.94",2011-01-24
311,1,"$3,578.27",1,"$838,847.21",2011-01-24
312,1,"$3,578.27",1,"$842,425.48",2011-01-24
312,1,"$3,578.27",1,"$846,003.75",2011-01-24
314,1,"$3,578.27",1,"$849,582.02",2011-01-24
346,1,"$3,399.99",1,"$852,982.01",2011-01-24
350,1,"$3,374.99",1,"$856,357.00",2011-01-24
350,1,"$3,374.99",1,"$859,731.99",2011-01-24
310,1,"$3,578.27",1,"$863,310.26",2011-01-25
312,1,"$3,578.27",1,"$866,888.53",2011-01-25
313,1,"$3,578.27",1,"$870,466.80",2011-01-25
313,1,"$3,578.27",1,"$874,045.07",2011-01-25
338,1,$699.10,1,"$874,744.17",2011-01-25
338,1,$699.10,1,"$875,443.27",2011-01-25
342,1,$699.10,1,"$876,142.37",2011-01-25
348,1,"$3,374.99",1,"$879,517.36",2011-01-25
310,1,"$3,578.27",1,"$883,095.63",2011-01-26
310,1,"$3,578.27",1,"$886,673.90",2011-01-26
310,1,"$3,578.27",1,"$890,252.17",2011-01-26
311,1,"$3,578.27",1,"$893,830.44",2011-01-26
349,1,"$3,374.99",1,"$897,205.43",2011-01-26
310,1,"$3,578.27",1,"$900,783.70",2011-01-27
324,1,$699.10,1,"$901,482.80",2011-01-27
348,1,"$3,374.99",1,"$904,857.79",2011-01-27
348,1,"$3,374.99",1,"$908,232.78",2011-01-27
350,1,"$3,374.99",1,"$911,607.77",2011-01-27
311,1,"$3,578.27",1,"$915,186.04",2011-01-28
312,1,"$3,578.27",1,"$918,764.31",2011-01-28
313,1,"$3,578.27",1,"$922,342.58",2011-01-28
314,1,"$3,578.27",1,"$925,920.85",2011-01-28
326,1,$699.10,1,"$926,619.95",2011-01-28
310,1,"$2,146.96",1,"$928,766.91",2011-01-29
310,1,"$2,146.96",1,"$930,913.87",2011-01-29
310,1,"$3,578.27",1,"$934,492.14",2011-01-29
310,2,"$4,293.92",1,"$938,786.06",2011-01-29
310,2,"$4,293.92",1,"$943,079.98",2011-01-29
310,1,"$2,146.96",1,"$945,226.94",2011-01-29
310,2,"$4,293.92",1,"$949,520.86",2011-01-29
313,1,"$3,578.27",1,"$953,099.13",2011-01-29
313,1,"$3,578.27",1,"$956,677.40",2011-01-29
313,1,"$3,578.27",1,"$960,255.67",2011-01-29
314,2,"$4,293.92",1,"$964,549.59",2011-01-29
314,1,"$2,146.96",1,"$966,696.55",2011-01-29
314,3,"$6,440.89",1,"$973,137.44",2011-01-29
314,2,"$4,293.92",1,"$977,431.36",2011-01-29
314,1,"$2,146.96",1,"$979,578.32",2011-01-29
314,1,"$2,146.96",1,"$981,725.28",2011-01-29
314,1,"$2,146.96",1,"$983,872.24",2011-01-29
314,1,"$2,146.96",1,"$986,019.20",2011-01-29
314,2,"$4,293.92",1,"$990,313.12",2011-01-29
314,2,"$4,293.92",1,"$994,607.04",2011-01-29
314,1,"$2,146.96",1,"$996,754.00",2011-01-29
314,1,"$2,146.96",1,"$998,900.96",2011-01-29
314,1,"$2,146.96",1,"$1,001,047.92",2011-01-29
314,1,"$2,146.96",1,"$1,003,194.88",2011-01-29
314,2,"$4,293.92",1,"$1,007,488.80",2011-01-29
314,2,"$4,293.92",1,"$1,011,782.72",2011-01-29
314,1,"$2,146.96",1,"$1,013,929.68",2011-01-29
314,2,"$4,293.92",1,"$1,018,223.60",2011-01-29
314,2,"$4,293.92",1,"$1,022,517.52",2011-01-29
314,2,"$4,293.92",1,"$1,026,811.44",2011-01-29
314,1,"$2,146.96",1,"$1,028,958.40",2011-01-29
314,1,"$3,578.27",1,"$1,032,536.67",2011-01-29
314,1,"$2,146.96",1,"$1,034,683.63",2011-01-29
314,2,"$4,293.92",1,"$1,038,977.55",2011-01-29
314,1,"$2,146.96",1,"$1,041,124.51",2011-01-29
314,2,"$4,293.92",1,"$1,045,418.43",2011-01-29
315,2,"$1,749.59",1,"$1,047,168.02",2011-01-29
315,2,"$1,749.59",1,"$1,048,917.61",2011-01-29
315,1,$874.79,1,"$1,049,792.40",2011-01-29
315,3,"$2,624.38",1,"$1,052,416.78",2011-01-29
315,1,$874.79,1,"$1,053,291.57",2011-01-29
315,2,"$1,749.59",1,"$1,055,041.16",2011-01-29
315,2,"$1,749.59",1,"$1,056,790.75",2011-01-29
315,2,"$1,749.59",1,"$1,058,540.34",2011-01-29
315,2,"$1,749.59",1,"$1,060,289.93",2011-01-29
315,3,"$2,624.38",1,"$1,062,914.31",2011-01-29
315,3,"$2,624.38",1,"$1,065,538.69",2011-01-29
315,3,"$2,624.38",1,"$1,068,163.07",2011-01-29
315,5,"$4,373.97",1,"$1,072,537.04",2011-01-29
315,5,"$4,373.97",1,"$1,076,911.01",2011-01-29
315,3,"$2,624.38",1,"$1,079,535.39",2011-01-29
315,2,"$1,749.59",1,"$1,081,284.98",2011-01-29
315,2,"$1,749.59",1,"$1,083,034.57",2011-01-29
315,1,$874.79,1,"$1,083,909.36",2011-01-29
315,2,"$1,749.59",1,"$1,085,658.95",2011-01-29
315,2,"$1,749.59",1,"$1,087,408.54",2011-01-29
315,6,"$5,248.76",1,"$1,092,657.30",2011-01-29
316,2,"$1,749.59",1,"$1,094,406.89",2011-01-29
316,1,$874.79,1,"$1,095,281.68",2011-01-29
316,2,"$1,749.59",1,"$1,097,031.27",2011-01-29
316,1,$874.79,1,"$1,097,906.06",2011-01-29
316,2,"$1,749.59",1,"$1,099,655.65",2011-01-29
316,1,$874.79,1,"$1,100,530.44",2011-01-29
316,1,$874.79,1,"$1,101,405.23",2011-01-29
316,1,$874.79,1,"$1,102,280.02",2011-01-29
316,1,$874.79,1,"$1,103,154.81",2011-01-29
316,1,$874.79,1,"$1,104,029.60",2011-01-29
316,1,$874.79,1,"$1,104,904.39",2011-01-29
316,4,"$3,499.18",1,"$1,108,403.57",2011-01-29
316,1,$874.79,1,"$1,109,278.36",2011-01-29
316,2,"$1,749.59",1,"$1,111,027.95",2011-01-29
316,1,$874.79,1,"$1,111,902.74",2011-01-29
317,2,"$1,749.59",1,"$1,113,652.33",2011-01-29
317,1,$874.79,1,"$1,114,527.12",2011-01-29
317,1,$874.79,1,"$1,115,401.91",2011-01-29
317,1,$874.79,1,"$1,116,276.70",2011-01-29
317,2,"$1,749.59",1,"$1,118,026.29",2011-01-29
317,1,$874.79,1,"$1,118,901.08",2011-01-29
317,2,"$1,749.59",1,"$1,120,650.67",2011-01-29
317,2,"$1,749.59",1,"$1,122,400.26",2011-01-29
317,2,"$1,749.59",1,"$1,124,149.85",2011-01-29
317,1,$874.79,1,"$1,125,024.64",2011-01-29
317,2,"$1,749.59",1,"$1,126,774.23",2011-01-29
317,1,$874.79,1,"$1,127,649.02",2011-01-29
317,1,$874.79,1,"$1,128,523.81",2011-01-29
317,1,$874.79,1,"$1,129,398.60",2011-01-29
317,1,$874.79,1,"$1,130,273.39",2011-01-29
319,1,$874.79,1,"$1,131,148.18",2011-01-29
319,1,$874.79,1,"$1,132,022.97",2011-01-29
319,2,"$1,749.59",1,"$1,133,772.56",2011-01-29
319,1,$874.79,1,"$1,134,647.35",2011-01-29
319,7,"$6,123.56",1,"$1,140,770.91",2011-01-29
319,3,"$2,624.38",1,"$1,143,395.29",2011-01-29
319,1,$874.79,1,"$1,144,270.08",2011-01-29
319,1,$874.79,1,"$1,145,144.87",2011-01-29
319,2,"$1,749.59",1,"$1,146,894.46",2011-01-29
319,1,$874.79,1,"$1,147,769.25",2011-01-29
319,5,"$4,373.97",1,"$1,152,143.22",2011-01-29
319,2,"$1,749.59",1,"$1,153,892.81",2011-01-29
319,1,$874.79,1,"$1,154,767.60",2011-01-29
319,3,"$2,624.38",1,"$1,157,391.98",2011-01-29
319,2,"$1,749.59",1,"$1,159,141.57",2011-01-29
319,3,"$2,624.38",1,"$1,161,765.95",2011-01-29
319,1,$874.79,1,"$1,162,640.74",2011-01-29
319,2,"$1,749.59",1,"$1,164,390.33",2011-01-29
319,3,"$2,624.38",1,"$1,167,014.71",2011-01-29
319,3,"$2,624.38",1,"$1,169,639.09",2011-01-29
319,3,"$2,624.38",1,"$1,172,263.47",2011-01-29
319,3,"$2,624.38",1,"$1,174,887.85",2011-01-29
319,2,"$1,749.59",1,"$1,176,637.44",2011-01-29
319,10,"$8,747.94",1,"$1,185,385.38",2011-01-29
319,4,"$3,499.18",1,"$1,188,884.56",2011-01-29
319,3,"$2,624.38",1,"$1,191,508.94",2011-01-29
319,2,"$1,749.59",1,"$1,193,258.53",2011-01-29
322,4,"$1,677.84",1,"$1,194,936.37",2011-01-29
322,1,$419.46,1,"$1,195,355.83",2011-01-29
322,2,$838.92,1,"$1,196,194.75",2011-01-29
322,3,"$1,258.38",1,"$1,197,453.13",2011-01-29
322,4,"$1,677.84",1,"$1,199,130.97",2011-01-29
322,1,$419.46,1,"$1,199,550.43",2011-01-29
322,4,"$1,677.84",1,"$1,201,228.27",2011-01-29
322,5,"$2,097.29",1,"$1,203,325.56",2011-01-29
322,2,$838.92,1,"$1,204,164.48",2011-01-29
322,1,$419.46,1,"$1,204,583.94",2011-01-29
322,2,$838.92,1,"$1,205,422.86",2011-01-29
322,1,$419.46,1,"$1,205,842.32",2011-01-29
322,3,"$1,258.38",1,"$1,207,100.70",2011-01-29
322,3,"$1,258.38",1,"$1,208,359.08",2011-01-29
322,2,$838.92,1,"$1,209,198.00",2011-01-29
322,5,"$2,097.29",1,"$1,211,295.29",2011-01-29
322,2,$838.92,1,"$1,212,134.21",2011-01-29
322,1,$419.46,1,"$1,212,553.67",2011-01-29
322,7,"$2,936.21",1,"$1,215,489.88",2011-01-29
322,5,"$2,097.29",1,"$1,217,587.17",2011-01-29
322,3,"$1,258.38",1,"$1,218,845.55",2011-01-29
322,3,"$1,258.38",1,"$1,220,103.93",2011-01-29
322,1,$419.46,1,"$1,220,523.39",2011-01-29
322,1,$419.46,1,"$1,220,942.85",2011-01-29
322,3,"$1,258.38",1,"$1,222,201.23",2011-01-29
324,3,"$1,258.38",1,"$1,223,459.61",2011-01-29
324,4,"$1,677.84",1,"$1,225,137.45",2011-01-29
